,words,idf
221,together,7.600902459542082
341,bird,7.600902459542082
31,tense,7.600902459542082
220,2x,7.600902459542082
307,fix,7.600902459542082
306,tagline,7.600902459542082
340,count,7.600902459542082
30,us,7.600902459542082
93,relationship,7.600902459542082
92,french,7.600902459542082
72,app,7.600902459542082
73,assistant,7.600902459542082
339,taking,6.907755278982137
258,professional,6.907755278982137
358,languages,6.907755278982137
359,flow,6.907755278982137
52,like,6.907755278982137
51,gpt,6.907755278982137
50,formal,6.907755278982137
335,laptop,6.907755278982137
334,tool,6.907755278982137
53,successful,6.907755278982137
338,man,6.907755278982137
259,chatbot,6.907755278982137
388,vocabulary,6.907755278982137
304,pronoun,6.907755278982137
305,regular,6.907755278982137
263,budget,6.907755278982137
389,teacher,6.907755278982137
262,solar,6.907755278982137
260,another,6.502290170873972
27,metaphor,6.502290170873972
14,out,6.502290170873972
261,economy,6.502290170873972
250,root,6.502290170873972
9,does,6.502290170873972
8,intelligence,6.502290170873972
133,largest,6.502290170873972
132,build,6.502290170873972
356,horror,6.502290170873972
357,explains,6.502290170873972
7,answer,6.502290170873972
371,modify,6.502290170873972
370,guess,6.502290170873972
369,phrases,6.502290170873972
368,apples,6.502290170873972
6,some,6.502290170873972
294,expresses,6.502290170873972
295,extract,6.502290170873972
15,book,6.502290170873972
26,table,6.502290170873972
251,waste,6.502290170873972
237,put,6.502290170873972
180,plant,6.502290170873972
181,discussing,6.502290170873972
236,binary,6.502290170873972
319,park,6.502290170873972
318,titles,6.502290170873972
223,trip,6.214608098422191
361,interface,6.214608098422191
360,contain,6.214608098422191
293,device,6.214608098422191
292,math,6.214608098422191
235,applications,6.214608098422191
234,colors,6.214608098422191
238,workplace,6.214608098422191
222,success,6.214608098422191
76,rearrange,6.214608098422191
239,consider,6.214608098422191
122,summer,6.214608098422191
123,propose,6.214608098422191
195,simile,6.214608098422191
194,musical,6.214608098422191
179,discuss,6.214608098422191
178,sun,6.214608098422191
77,works,6.214608098422191
392,range,6.214608098422191
20,8,6.214608098422191
57,total,6.214608098422191
56,step,6.214608098422191
38,7,6.214608098422191
41,evaluate,6.214608098422191
62,children,6.214608098422191
63,opinion,6.214608098422191
58,project,6.214608098422191
21,service,6.214608098422191
59,purpose,6.214608098422191
39,task,6.214608098422191
40,read,6.214608098422191
32,need,5.991464547107982
33,features,5.991464547107982
326,needs,5.991464547107982
344,photo,5.991464547107982
118,spanish,5.991464547107982
228,sources,5.991464547107982
345,makes,5.991464547107982
200,india,5.991464547107982
229,open,5.991464547107982
201,house,5.991464547107982
119,reword,5.991464547107982
373,base,5.991464547107982
244,engineer,5.991464547107982
327,employees,5.991464547107982
276,society,5.991464547107982
175,today,5.991464547107982
10,time,5.991464547107982
11,business,5.991464547107982
177,parts,5.991464547107982
245,financial,5.991464547107982
176,creating,5.991464547107982
