,Unnamed: 0,words,counts,idf
0,0,the,43888,0.5124936808666877
1,1,a,36648,0.5124936808666877
2,2,of,20902,0.0
3,3,to,12630,0.6635883783184009
4,4,in,9575,0.6635883783184009
5,5,for,8084,0.0
6,6,and,7745,1.0384583658483626
7,7,following,7225,1.0384583658483626
8,8,given,7141,0.0
9,9,sentence,7020,1.5118575840952364
10,10,an,6420,1.5118575840952364
11,11,that,5637,0.0
12,12,is,5551,1.786771927717016
13,13,generate,5022,1.786771927717016
14,14,list,4121,0.0
15,15,create,4111,1.9661128563728327
16,16,what,3820,1.9661128563728327
17,17,with,3585,0.0
18,18,describe,3536,2.0714733720306593
19,19,write,3274,2.0714733720306593
20,20,two,2980,0.0
21,21,about,2973,1.9914306643571227
22,22,this,2711,1.9914306643571227
23,23,explain,2709,0.0
24,24,it,2517,2.364460496712133
25,25,how,2469,2.364460496712133
26,26,name,2365,0.0
27,27,words,2317,2.482908647125327
28,28,on,2258,2.482908647125327
29,29,three,2208,0.0
30,30,using,2083,2.1803674602697964
31,31,you,2048,2.1803674602697964
32,32,are,2021,0.0
33,33,find,1875,2.2730262907525014
34,34,identify,1869,2.2730262907525014
35,35,from,1843,0.0
36,36,make,1728,2.3914163067006613
37,37,or,1724,2.3914163067006613
38,38,word,1721,0.0
39,39,can,1659,4.767689115485866
40,40,5,1659,4.767689115485866
41,41,story,1647,0.0
42,42,be,1575,2.985781942700823
43,43,3,1544,2.985781942700823
44,44,five,1508,0.0
45,45,one,1475,4.656463480375642
46,46,text,1456,4.656463480375642
47,47,into,1438,0.0
48,48,between,1403,3.7722610630529876
49,49,rewrite,1390,3.7722610630529876
50,50,as,1382,0.0
51,51,s,1321,2.7410900551804103
52,52,provide,1307,2.7410900551804103
53,53,example,1304,0.0
54,54,suggest,1251,4.656463480375642
55,55,new,1222,4.656463480375642
56,56,up,1184,0.0
57,57,by,1133,5.2030071867437115
58,58,classify,1131,5.2030071867437115
59,59,why,1121,0.0
60,60,give,1097,2.8473122684357177
61,61,article,1064,2.8473122684357177
62,62,more,1015,0.0
63,63,statement,1011,2.756715373083491
64,64,used,965,2.756715373083491
65,65,data,958,0.0
66,66,use,913,2.946942109384559
67,67,design,912,2.946942109384559
68,68,1,910,0.0
69,69,sentences,907,4.199705077879927
70,70,2,894,4.199705077879927
71,71,summarize,891,0.0
72,72,which,880,3.324236340526027
73,73,customer,866,3.324236340526027
74,74,phrase,853,0.0
75,75,output,846,3.411247717515657
76,76,if,825,3.411247717515657
77,77,product,814,0.0
78,78,construct,805,5.403677882205863
79,79,come,801,5.403677882205863
80,80,i,776,0.0
81,81,edit,767,3.3813947543659757
82,82,type,760,3.3813947543659757
83,83,number,760,0.0
84,84,most,757,3.101092789211817
85,85,10,756,3.101092789211817
86,86,your,743,0.0
87,87,poem,738,3.338222582500767
88,88,input,737,3.338222582500767
89,89,their,723,0.0
90,90,its,722,3.2188758248682006
91,91,different,722,3.2188758248682006
92,92,person,718,0.0
93,93,compare,717,3.540459448995663
94,94,way,707,3.540459448995663
95,95,me,705,0.0
96,96,at,692,3.2441936328524905
97,97,question,689,3.2441936328524905
98,98,would,686,0.0
99,99,who,685,4.892852258439873
100,100,based,675,4.892852258439873
101,101,x,667,0.0
102,102,all,647,5.2030071867437115
103,103,learning,645,5.2030071867437115
104,104,has,643,0.0
105,105,4,639,3.3813947543659757
106,106,items,636,3.3813947543659757
107,107,have,636,0.0
108,108,correct,631,3.9633162998156966
109,109,language,629,3.9633162998156966
110,110,people,627,0.0
111,111,paragraph,622,3.324236340526027
112,112,meaning,620,3.324236340526027
113,113,should,619,0.0
114,114,topic,618,3.649658740960655
115,115,change,601,3.649658740960655
116,116,appropriate,599,0.0
117,117,compose,595,3.3813947543659757
118,118,main,584,3.3813947543659757
119,119,do,584,0.0
120,120,short,579,3.912023005428146
121,121,analyze,579,3.912023005428146
122,122,numbers,577,0.0
123,123,concept,573,3.540459448995663
124,124,creative,562,3.540459448995663
125,125,technology,561,0.0
126,126,description,560,3.473768074496991
127,127,calculate,548,3.473768074496991
128,128,important,537,0.0
129,129,determine,523,4.017383521085972
130,130,order,521,4.017383521085972
131,131,movie,517,0.0
132,132,each,516,3.6888794541139363
133,133,convert,515,3.6888794541139363
134,134,when,510,0.0
135,135,code,509,3.540459448995663
136,136,system,504,3.540459448995663
137,137,algorithm,499,0.0
138,138,was,497,3.989984546897858
139,139,categorize,496,3.989984546897858
140,140,benefits,495,0.0
141,141,related,494,3.575550768806933
142,142,ai,491,3.575550768806933
143,143,could,489,0.0
144,144,world,486,3.750754857832024
145,145,artificial,484,3.750754857832024
146,146,title,476,0.0
147,147,some,475,6.502290170873972
148,148,answer,472,6.502290170873972
149,149,character,470,0.0
150,150,questions,465,3.5578511917075324
151,151,form,459,3.5578511917075324
152,152,positive,458,0.0
153,153,intelligence,454,7.600902459542082
154,154,does,447,7.600902459542082
155,155,so,447,0.0
156,156,ways,445,4.710530701645918
157,157,machine,439,4.710530701645918
158,158,computer,439,0.0
159,159,tell,439,3.6306105459899607
160,160,not,435,3.6306105459899607
161,161,best,432,0.0
162,162,time,429,5.115995809754082
163,163,business,425,5.115995809754082
164,164,verb,420,0.0
165,165,set,417,4.045554398052669
166,166,four,415,4.045554398052669
167,167,common,409,0.0
168,168,take,409,3.912023005428146
169,169,characters,407,3.912023005428146
170,170,company,405,0.0
171,171,online,405,4.017383521085972
172,172,than,402,4.017383521085972
173,173,reduce,399,0.0
174,174,information,394,5.298317366548036
175,175,below,394,5.298317366548036
176,176,process,391,0.0
177,177,someone,389,3.937340813412436
178,178,contrast,388,3.937340813412436
179,179,either,388,0.0
180,180,out,388,5.991464547107982
181,181,book,386,5.991464547107982
182,182,problem,385,0.0
183,183,recipe,379,4.104394898075602
184,184,same,375,4.104394898075602
185,185,model,372,0.0
186,186,website,368,4.166915255056936
187,187,difference,367,4.166915255056936
188,188,add,363,0.0
189,189,possible,359,4.199705077879927
190,190,string,353,4.199705077879927
191,191,improve,351,0.0
192,192,plan,350,4.268697949366879
193,193,help,343,4.268697949366879
194,194,provided,342,0.0
195,195,countries,342,4.2336066295556085
196,196,job,340,4.2336066295556085
197,197,news,340,0.0
198,198,will,339,4.104394898075602
199,199,query,339,4.104394898075602
200,200,any,338,0.0
201,201,importance,335,5.809142990314028
202,202,examples,332,5.809142990314028
203,203,steps,331,0.0
204,204,them,329,5.035953102080546
205,205,value,328,5.035953102080546
206,206,differences,325,0.0
207,207,post,324,4.767689115485866
208,208,equation,323,4.767689115485866
209,209,elements,321,0.0
210,210,8,320,6.502290170873972
211,211,service,320,6.502290170873972
212,212,program,320,0.0
213,213,adjectives,318,5.809142990314028
214,214,day,314,5.809142990314028
215,215,develop,311,0.0
216,216,first,311,4.382026634673881
217,217,complete,311,4.382026634673881
218,218,b,311,0.0
219,219,least,311,4.422848629194137
220,220,speech,310,4.422848629194137
221,221,good,309,0.0
222,222,energy,309,4.268697949366879
223,223,function,308,4.268697949366879
224,224,these,308,0.0
225,225,6,307,5.521460917862246
226,226,passage,307,5.521460917862246
227,227,headline,307,0.0
228,228,many,306,4.656463480375642
229,229,letter,303,4.656463480375642
230,230,natural,302,0.0
231,231,tweet,302,5.115995809754082
232,232,line,301,5.115995809754082
233,233,essay,300,0.0
234,234,table,300,6.907755278982137
235,235,metaphor,295,6.907755278982137
236,236,types,293,0.0
237,237,marketing,293,6.214608098422191
238,238,term,292,6.214608098422191
239,239,animals,291,0.0
240,240,us,291,0.0
241,241,tense,290,0.0
242,242,email,289,0.0
243,243,need,288,7.600902459542082
244,244,features,287,7.600902459542082
245,245,potential,286,0.0
246,246,impact,286,4.074541934925921
247,247,user,284,4.074541934925921
248,248,event,282,0.0
249,249,city,281,4.961845129926823
250,250,array,279,4.961845129926823
251,251,climate,279,0.0
252,252,food,278,4.074541934925921
253,253,life,277,4.074541934925921
254,254,situation,277,0.0
255,255,negative,277,4.8283137373023015
256,256,they,276,4.8283137373023015
257,257,game,275,0.0
258,258,summary,273,4.199705077879927
259,259,ingredients,273,4.199705077879927
260,260,store,273,0.0
261,261,he,271,4.199705077879927
262,262,where,269,4.199705077879927
263,263,blog,268,0.0
264,264,key,268,4.605170185988092
265,265,tips,267,4.605170185988092
266,266,outline,267,0.0
267,267,ideas,267,4.017383521085972
268,268,points,267,4.017383521085972
269,269,song,267,0.0
270,270,english,267,4.135166556742356
271,271,structure,266,4.135166556742356
272,272,sum,266,0.0
273,273,less,265,4.55638002181866
274,274,web,263,4.55638002181866
275,275,animal,262,0.0
276,276,advantages,262,5.035953102080546
277,277,argument,260,5.035953102080546
278,278,uses,260,0.0
279,279,7,260,6.502290170873972
280,280,task,260,6.502290170873972
281,281,work,260,0.0
282,282,research,258,4.8283137373023015
283,283,sentiment,257,4.8283137373023015
284,284,unique,257,0.0
285,285,definition,255,4.135166556742356
286,286,select,255,4.135166556742356
287,287,c,253,0.0
288,288,idea,252,4.422848629194137
289,289,area,251,4.422848629194137
290,290,concise,249,0.0
291,291,true,248,4.4654082436129325
292,292,social,248,4.4654082436129325
293,293,0,246,0.0
294,294,popular,246,4.3428059215206005
295,295,solution,245,4.3428059215206005
296,296,suitable,241,0.0
297,297,context,239,4.268697949366879
298,298,according,239,4.268697949366879
299,299,healthy,237,0.0
300,300,famous,237,4.8283137373023015
301,301,t,235,4.8283137373023015
302,302,software,235,0.0
303,303,read,233,6.502290170873972
304,304,evaluate,232,6.502290170873972
305,305,states,232,0.0
306,306,response,231,4.305065593537753
307,307,voice,230,4.305065593537753
308,308,year,228,0.0
309,309,100,227,4.4654082436129325
310,310,predict,227,4.4654082436129325
311,311,grammar,226,0.0
312,312,past,226,4.199705077879927
313,313,object,224,4.199705077879927
314,314,expression,222,0.0
315,315,python,222,4.961845129926823
316,316,interesting,221,4.961845129926823
317,317,strategy,221,0.0
318,318,theme,220,5.2030071867437115
319,319,review,219,5.2030071867437115
320,320,categories,218,0.0
321,321,item,218,4.4654082436129325
322,322,media,217,4.4654082436129325
323,323,dialogue,217,0.0
324,324,translate,216,4.55638002181866
325,325,few,216,4.55638002181866
326,326,replace,215,0.0
327,327,global,214,5.298317366548036
328,328,current,212,5.298317366548036
329,329,programming,210,0.0
330,330,point,207,4.710530701645918
331,331,country,207,4.710530701645918
332,332,original,206,0.0
333,333,cost,206,4.509860006183766
334,334,we,205,4.509860006183766
335,335,sort,205,0.0
336,336,choose,205,4.8283137373023015
337,337,experience,205,4.8283137373023015
338,338,facts,204,0.0
339,339,united,204,4.305065593537753
340,340,noun,204,4.305065593537753
341,341,environment,204,0.0
342,342,solve,203,5.2030071867437115
343,343,science,202,5.2030071867437115
344,344,car,201,0.0
345,345,but,201,5.654992310486769
346,346,ask,201,5.654992310486769
347,347,she,200,0.0
348,348,lines,199,4.656463480375642
349,349,false,199,4.656463480375642
350,350,student,198,0.0
351,351,formal,198,6.907755278982137
352,352,gpt,197,6.907755278982137
353,353,my,197,0.0
354,354,strategies,196,4.509860006183766
355,355,health,196,4.509860006183766
356,356,restaurant,195,0.0
357,357,imagine,195,4.509860006183766
358,358,arrange,194,4.509860006183766
359,359,present,194,0.0
360,360,n,194,5.2030071867437115
361,361,without,193,5.2030071867437115
362,362,please,193,0.0
363,363,like,191,6.907755278982137
364,364,successful,191,6.907755278982137
365,365,specific,191,0.0
366,366,content,190,5.115995809754082
367,367,whether,190,5.115995809754082
368,368,activities,190,0.0
369,369,brainstorm,187,4.656463480375642
370,370,scientific,187,4.656463480375642
371,371,tree,187,0.0
372,372,history,186,4.605170185988092
373,373,scenario,186,4.605170185988092
374,374,effective,186,0.0
375,375,piece,185,5.035953102080546
376,376,y,184,5.035953102080546
377,377,describes,184,0.0
378,378,human,184,4.892852258439873
379,379,characteristics,184,4.892852258439873
380,380,water,183,0.0
381,381,step,183,5.991464547107982
382,382,total,182,5.991464547107982
383,383,length,181,0.0
384,384,page,179,4.656463480375642
385,385,persuasive,179,4.656463480375642
386,386,terms,177,0.0
387,387,project,176,5.809142990314028
388,388,purpose,176,5.809142990314028
389,389,style,176,0.0
390,390,writing,176,5.298317366548036
391,391,state,175,5.298317366548036
392,392,novel,175,0.0
393,393,valid,174,4.710530701645918
394,394,haiku,174,4.710530701645918
395,395,population,174,0.0
396,396,describing,173,4.892852258439873
397,397,healthcare,173,4.892852258439873
398,398,color,173,0.0
399,399,children,173,6.214608098422191
400,400,opinion,173,6.214608098422191
401,401,had,172,0.0
402,402,making,172,4.8283137373023015
403,403,tone,172,4.8283137373023015
404,404,triangle,172,0.0
405,405,slogan,172,4.961845129926823
406,406,application,172,4.961845129926823
407,407,no,171,0.0
408,408,return,171,5.403677882205863
409,409,conversation,171,5.403677882205863
410,410,contains,171,0.0
411,411,being,170,4.8283137373023015
412,412,top,170,4.8283137373023015
413,413,message,170,0.0
414,414,think,169,4.767689115485866
415,415,internet,169,4.767689115485866
416,416,home,168,0.0
417,417,app,168,7.600902459542082
418,418,assistant,168,7.600902459542082
419,419,subject,168,0.0
420,420,analogy,168,4.509860006183766
421,421,things,168,4.509860006183766
422,422,there,167,0.0
423,423,detect,167,4.605170185988092
424,424,paper,166,4.605170185988092
425,425,group,166,0.0
426,426,simple,165,0.0
427,427,script,165,0.0
428,428,major,163,0.0
429,429,grammatically,162,4.656463480375642
430,430,other,162,4.656463480375642
431,431,format,162,0.0
432,432,rearrange,162,5.991464547107982
433,433,works,162,5.991464547107982
434,434,price,161,0.0
435,435,development,160,4.656463480375642
436,436,family,160,4.656463480375642
437,437,books,160,0.0
438,438,education,160,5.2030071867437115
439,439,future,159,5.2030071867437115
440,440,integer,159,0.0
441,441,during,158,4.892852258439873
442,442,search,158,4.892852258439873
443,443,network,158,0.0
444,444,increase,158,5.654992310486769
445,445,instructions,158,5.654992310486769
446,446,cat,157,0.0
447,447,events,156,4.710530701645918
448,448,effects,156,4.710530701645918
449,449,better,155,0.0
450,450,mobile,154,4.382026634673881
451,451,re,154,4.382026634673881
452,452,methods,151,0.0
453,453,team,151,4.767689115485866
454,454,remove,151,4.767689115485866
455,455,9,151,0.0
456,456,last,150,5.035953102080546
457,457,action,150,5.035953102080546
458,458,industry,149,0.0
459,459,synonym,149,5.298317366548036
460,460,active,148,5.298317366548036
461,461,non,148,0.0
462,462,market,146,5.035953102080546
463,463,such,146,5.035953102080546
464,464,next,146,0.0
465,465,rate,146,5.035953102080546
466,466,sports,145,5.035953102080546
467,467,neural,144,0.0
468,468,topics,144,4.767689115485866
469,469,digital,144,4.767689115485866
470,470,issue,143,0.0
471,471,long,143,4.710530701645918
472,472,components,143,4.710530701645918
473,473,while,143,0.0
474,474,passive,142,5.2030071867437115
475,475,integers,142,5.2030071867437115
476,476,report,142,0.0
477,477,french,141,0.0
478,478,relationship,141,0.0
479,479,html,141,0.0
480,480,pollution,140,4.8283137373023015
481,481,might,140,4.8283137373023015
482,482,reasons,140,0.0
483,483,sequence,140,4.605170185988092
484,484,sound,139,4.605170185988092
