,Unnamed: 0,words,counts,idf
0,0,the,43888,0.5008752929128226
1,1,a,36648,0.5008752929128226
2,2,of,20902,0.0
3,3,to,12630,0.646263594661095
4,4,in,9575,0.646263594661095
5,5,for,8084,0.0
6,6,and,7745,1.0051219455807707
7,7,following,7225,1.0051219455807707
8,8,given,7141,0.0
9,9,sentence,7020,1.5095925774643841
10,10,an,6420,1.5095925774643841
11,11,that,5637,0.0
12,12,is,5551,1.783791299578878
13,13,generate,5022,1.783791299578878
14,14,list,4121,0.0
15,15,create,4111,1.9449106487222299
16,16,what,3820,1.9449106487222299
17,17,with,3585,0.0
18,18,describe,3536,2.083449563077375
19,19,write,3274,2.083449563077375
20,20,two,2980,0.0
21,21,about,2973,1.9414202437824613
22,22,this,2711,1.9414202437824613
23,23,explain,2709,0.0
24,24,it,2517,2.4534079827286295
25,25,how,2469,2.4534079827286295
26,26,name,2365,0.0
27,27,words,2317,2.2730262907525014
28,28,on,2258,2.2730262907525014
29,29,three,2208,0.0
30,30,using,2083,2.312635428847547
31,31,you,2048,2.312635428847547
32,32,are,2021,0.0
33,33,find,1875,2.287696480500295
34,34,identify,1869,2.287696480500295
35,35,from,1843,0.0
36,36,make,1728,2.3538783873815965
37,37,or,1724,2.3538783873815965
38,38,word,1721,0.0
39,39,can,1659,4.4654082436129325
40,40,5,1659,4.4654082436129325
41,41,story,1647,0.0
42,42,be,1575,3.0470255679415414
43,43,3,1544,3.0470255679415414
44,44,five,1508,0.0
45,45,one,1475,4.767689115485866
46,46,text,1456,4.767689115485866
47,47,into,1438,0.0
48,48,between,1403,3.6306105459899607
49,49,rewrite,1390,3.6306105459899607
50,50,as,1382,0.0
51,51,s,1321,2.8387285247443264
52,52,provide,1307,2.8387285247443264
53,53,example,1304,0.0
54,54,suggest,1251,4.305065593537753
55,55,new,1222,4.305065593537753
56,56,up,1184,0.0
57,57,by,1133,5.2030071867437115
58,58,classify,1131,5.2030071867437115
59,59,why,1121,0.0
60,60,give,1097,2.946942109384559
61,61,article,1064,2.946942109384559
62,62,more,1015,0.0
63,63,statement,1011,2.928073625080176
64,64,used,965,2.928073625080176
65,65,data,958,0.0
66,66,use,913,2.8913722582297483
67,67,design,912,2.8913722582297483
68,68,1,910,0.0
69,69,sentences,907,4.268697949366879
70,70,2,894,4.268697949366879
71,71,summarize,891,0.0
72,72,which,880,3.283414346005772
73,73,customer,866,3.283414346005772
74,74,phrase,853,0.0
75,75,output,846,3.506557897319982
76,76,if,825,3.506557897319982
77,77,product,814,0.0
78,78,construct,805,4.961845129926823
79,79,come,801,4.961845129926823
80,80,i,776,0.0
81,81,edit,767,3.7090821614314557
82,82,type,760,3.7090821614314557
83,83,number,760,0.0
84,84,most,757,3.2570970376883985
85,85,10,756,3.2570970376883985
86,86,your,743,0.0
87,87,poem,738,3.0261914810386994
88,88,input,737,3.0261914810386994
89,89,their,723,0.0
90,90,its,722,3.1820618517454844
91,91,different,722,3.1820618517454844
92,92,person,718,0.0
93,93,compare,717,3.816712825623821
94,94,way,707,3.816712825623821
95,95,me,705,0.0
96,96,at,692,3.2570970376883985
97,97,question,689,3.2570970376883985
98,98,would,686,0.0
99,99,who,685,4.4654082436129325
100,100,based,675,4.4654082436129325
101,101,x,667,0.0
102,102,all,647,5.2030071867437115
103,103,learning,645,5.2030071867437115
104,104,has,643,0.0
105,105,4,639,3.283414346005772
106,106,items,636,3.283414346005772
107,107,have,636,0.0
108,108,correct,631,3.8632328412587142
109,109,language,629,3.8632328412587142
110,110,people,627,0.0
111,111,paragraph,622,3.506557897319982
112,112,meaning,620,3.506557897319982
113,113,should,619,0.0
114,114,topic,618,3.6306105459899607
115,115,change,601,3.6306105459899607
116,116,appropriate,599,0.0
117,117,compose,595,3.6888794541139363
118,118,main,584,3.6888794541139363
119,119,do,584,0.0
120,120,short,579,3.6690768268177565
121,121,analyze,579,3.6690768268177565
122,122,numbers,577,0.0
123,123,concept,573,3.540459448995663
124,124,creative,562,3.540459448995663
125,125,technology,561,0.0
126,126,description,560,3.7090821614314557
127,127,calculate,548,3.7090821614314557
128,128,important,537,0.0
129,129,determine,523,4.104394898075602
130,130,order,521,4.104394898075602
131,131,movie,517,0.0
132,132,each,516,3.649658740960655
133,133,convert,515,3.649658740960655
134,134,when,510,0.0
135,135,code,509,3.6888794541139363
136,136,system,504,3.6888794541139363
137,137,algorithm,499,0.0
138,138,was,497,3.989984546897858
139,139,categorize,496,3.989984546897858
140,140,benefits,495,0.0
141,141,related,494,3.4420193761824107
142,142,ai,491,3.4420193761824107
143,143,could,489,0.0
144,144,world,486,3.6306105459899607
145,145,artificial,484,3.6306105459899607
146,146,title,476,0.0
147,147,some,475,7.600902459542082
148,148,answer,472,7.600902459542082
149,149,character,470,0.0
150,150,questions,465,3.649658740960655
151,151,form,459,3.649658740960655
152,152,positive,458,0.0
153,153,intelligence,454,7.600902459542082
154,154,does,447,7.600902459542082
155,155,so,447,0.0
156,156,ways,445,4.656463480375642
157,157,machine,439,4.656463480375642
158,158,computer,439,0.0
159,159,tell,439,3.7722610630529876
160,160,not,435,3.7722610630529876
161,161,best,432,0.0
162,162,time,429,5.654992310486769
163,163,business,425,5.654992310486769
164,164,verb,420,0.0
165,165,set,417,4.045554398052669
166,166,four,415,4.045554398052669
167,167,common,409,0.0
168,168,take,409,4.2336066295556085
169,169,characters,407,4.2336066295556085
170,170,company,405,0.0
171,171,online,405,3.937340813412436
172,172,than,402,3.937340813412436
173,173,reduce,399,0.0
174,174,information,394,5.298317366548036
175,175,below,394,5.298317366548036
176,176,process,391,0.0
177,177,someone,389,3.937340813412436
178,178,contrast,388,3.937340813412436
179,179,either,388,0.0
180,180,out,388,6.907755278982137
181,181,book,386,6.907755278982137
182,182,problem,385,0.0
183,183,recipe,379,4.166915255056936
184,184,same,375,4.166915255056936
185,185,model,372,0.0
186,186,website,368,4.017383521085972
187,187,difference,367,4.017383521085972
188,188,add,363,0.0
189,189,possible,359,4.55638002181866
190,190,string,353,4.55638002181866
191,191,improve,351,0.0
192,192,plan,350,4.017383521085972
193,193,help,343,4.017383521085972
194,194,provided,342,0.0
195,195,countries,342,4.55638002181866
196,196,job,340,4.55638002181866
197,197,news,340,0.0
198,198,will,339,4.509860006183766
199,199,query,339,4.509860006183766
200,200,any,338,0.0
201,201,importance,335,5.654992310486769
202,202,examples,332,5.654992310486769
203,203,steps,331,0.0
204,204,them,329,5.521460917862246
205,205,value,328,5.521460917862246
206,206,differences,325,0.0
207,207,post,324,4.509860006183766
208,208,equation,323,4.509860006183766
