,Unnamed: 0,words,counts,idf
0,0,the,43888,0.536998498070014
1,1,a,36648,0.536998498070014
2,2,of,20902,0.0
3,3,to,12630,0.6236211179113351
4,4,in,9575,0.6236211179113351
5,5,for,8084,0.0
6,6,and,7745,1.0202633222571333
7,7,following,7225,1.0202633222571333
8,8,given,7141,0.0
9,9,sentence,7020,1.443923473956527
10,10,an,6420,1.443923473956527
11,11,that,5637,0.0
12,12,is,5551,1.748699979767608
13,13,generate,5022,1.748699979767608
14,14,list,4121,0.0
15,15,create,4111,1.9173226922034008
16,16,what,3820,1.9173226922034008
17,17,with,3585,0.0
18,18,describe,3536,1.9589953886039688
19,19,write,3274,1.9589953886039688
20,20,two,2980,0.0
21,21,about,2973,1.9589953886039688
22,22,this,2711,1.9589953886039688
23,23,explain,2709,0.0
24,24,it,2517,2.5194980945576195
25,25,how,2469,2.5194980945576195
26,26,name,2365,0.0
27,27,words,2317,2.2926347621408776
28,28,on,2258,2.2926347621408776
29,29,three,2208,0.0
30,30,using,2083,2.083449563077375
31,31,you,2048,2.083449563077375
32,32,are,2021,0.0
33,33,find,1875,2.282782465697866
34,34,identify,1869,2.282782465697866
35,35,from,1843,0.0
36,36,make,1728,2.35915544448244
37,37,or,1724,2.35915544448244
38,38,word,1721,0.0
39,39,can,1659,5.035953102080546
40,40,5,1659,5.035953102080546
41,41,story,1647,0.0
42,42,be,1575,2.928073625080176
43,43,3,1544,2.928073625080176
44,44,five,1508,0.0
45,45,one,1475,4.4654082436129325
46,46,text,1456,4.4654082436129325
47,47,into,1438,0.0
48,48,between,1403,4.104394898075602
49,49,rewrite,1390,4.104394898075602
50,50,as,1382,0.0
51,51,s,1321,2.6380578292821752
52,52,provide,1307,2.6380578292821752
53,53,example,1304,0.0
54,54,suggest,1251,4.767689115485866
55,55,new,1222,4.767689115485866
56,56,up,1184,0.0
57,57,by,1133,4.710530701645918
58,58,classify,1131,4.710530701645918
59,59,why,1121,0.0
60,60,give,1097,3.0576076772720784
61,61,article,1064,3.0576076772720784
62,62,more,1015,0.0
63,63,statement,1011,2.7333680090865
64,64,used,965,2.7333680090865
65,65,data,958,0.0
66,66,use,913,2.8913722582297483
67,67,design,912,2.8913722582297483
68,68,1,910,0.0
69,69,sentences,907,4.2336066295556085
70,70,2,894,4.2336066295556085
71,71,summarize,891,0.0
72,72,which,880,3.1941832122778293
73,73,customer,866,3.1941832122778293
74,74,phrase,853,0.0
75,75,output,846,3.490028595368771
76,76,if,825,3.490028595368771
77,77,product,814,0.0
78,78,construct,805,5.521460917862246
79,79,come,801,5.521460917862246
80,80,i,776,0.0
81,81,edit,767,3.611918412977808
82,82,type,760,3.611918412977808
83,83,number,760,0.0
84,84,most,757,3.0576076772720784
85,85,10,756,3.0576076772720784
86,86,your,743,0.0
87,87,poem,738,3.1941832122778293
88,88,input,737,3.1941832122778293
89,89,their,723,0.0
90,90,its,722,3.3813947543659757
91,91,different,722,3.3813947543659757
92,92,person,718,0.0
93,93,compare,717,3.490028595368771
94,94,way,707,3.490028595368771
95,95,me,705,0.0
96,96,at,692,3.2570970376883985
97,97,question,689,3.2570970376883985
98,98,would,686,0.0
99,99,who,685,4.961845129926823
100,100,based,675,4.961845129926823
101,101,x,667,0.0
102,102,all,647,5.035953102080546
103,103,learning,645,5.035953102080546
104,104,has,643,0.0
105,105,4,639,3.4420193761824107
106,106,items,636,3.4420193761824107
107,107,have,636,0.0
108,108,correct,631,3.649658740960655
109,109,language,629,3.649658740960655
110,110,people,627,0.0
111,111,paragraph,622,3.411247717515657
112,112,meaning,620,3.411247717515657
113,113,should,619,0.0
114,114,topic,618,3.912023005428146
115,115,change,601,3.912023005428146
116,116,appropriate,599,0.0
117,117,compose,595,3.6306105459899607
118,118,main,584,3.6306105459899607
119,119,do,584,0.0
120,120,short,579,3.7297014486341915
121,121,analyze,579,3.7297014486341915
122,122,numbers,577,0.0
123,123,concept,573,3.5935692743096115
124,124,creative,562,3.5935692743096115
125,125,technology,561,0.0
126,126,description,560,3.490028595368771
127,127,calculate,548,3.490028595368771
128,128,important,537,0.0
129,129,determine,523,4.199705077879927
130,130,order,521,4.199705077879927
