,words,idf
293,fix,7.600902459542082
325,bird,7.600902459542082
324,count,7.600902459542082
323,taking,7.600902459542082
322,man,7.600902459542082
26,us,7.600902459542082
27,tense,7.600902459542082
80,french,7.600902459542082
81,relationship,7.600902459542082
292,tagline,7.600902459542082
346,languages,7.600902459542082
347,flow,7.600902459542082
170,plant,6.907755278982137
32,7,6.907755278982137
33,task,6.907755278982137
34,read,6.907755278982137
171,discussing,6.907755278982137
44,formal,6.907755278982137
45,gpt,6.907755278982137
49,successful,6.907755278982137
54,project,6.907755278982137
55,purpose,6.907755278982137
48,like,6.907755278982137
35,evaluate,6.907755278982137
23,metaphor,6.907755278982137
167,love,6.907755278982137
246,solar,6.907755278982137
166,down,6.907755278982137
247,budget,6.907755278982137
290,birthday,6.907755278982137
291,measure,6.907755278982137
22,table,6.907755278982137
20,adjectives,6.907755278982137
21,day,6.907755278982137
178,starting,6.502290170873972
326,z,6.502290170873972
65,assistant,6.502290170873972
64,app,6.502290170873972
327,emissions,6.502290170873972
335,clause,6.502290170873972
336,affect,6.502290170873972
337,asked,6.502290170873972
59,opinion,6.502290170873972
58,children,6.502290170873972
179,power,6.502290170873972
317,alphabetical,6.502290170873972
316,let,6.502290170873972
334,very,6.502290170873972
344,horror,6.502290170873972
345,explains,6.502290170873972
304,titles,6.502290170873972
28,need,6.502290170873972
29,features,6.502290170873972
357,phrases,6.502290170873972
356,apples,6.502290170873972
281,extract,6.502290170873972
330,photo,6.502290170873972
298,necessary,6.502290170873972
299,goal,6.502290170873972
305,park,6.502290170873972
280,expresses,6.502290170873972
124,build,6.502290170873972
125,largest,6.502290170873972
331,makes,6.502290170873972
158,emotion,6.214608098422191
84,years,6.214608098422191
279,device,6.214608098422191
278,math,6.214608098422191
182,pros,6.214608098422191
183,cons,6.214608098422191
159,high,6.214608098422191
85,stock,6.214608098422191
332,hashtag,6.214608098422191
6,some,6.214608098422191
333,vegan,6.214608098422191
358,guess,6.214608098422191
366,criteria,6.214608098422191
367,beneficial,6.214608098422191
7,answer,6.214608098422191
359,modify,6.214608098422191
338,series,6.214608098422191
339,may,6.214608098422191
342,represent,5.991464547107982
18,8,5.991464547107982
239,pet,5.991464547107982
15,book,5.991464547107982
14,out,5.991464547107982
242,sky,5.991464547107982
343,course,5.991464547107982
243,certain,5.991464547107982
365,journey,5.991464547107982
112,dog,5.991464547107982
113,hypothesis,5.991464547107982
364,meal,5.991464547107982
257,difficult,5.991464547107982
256,weather,5.991464547107982
255,dataset,5.991464547107982
254,then,5.991464547107982
222,binary,5.991464547107982
67,works,5.991464547107982
122,author,5.991464547107982
66,rearrange,5.991464547107982
19,service,5.991464547107982
223,put,5.991464547107982
197,feature,5.991464547107982
225,consider,5.991464547107982
224,workplace,5.991464547107982
348,contain,5.991464547107982
349,interface,5.991464547107982
165,today,5.991464547107982
164,security,5.991464547107982
234,missing,5.991464547107982
350,card,5.991464547107982
351,25,5.991464547107982
52,step,5.991464547107982
53,total,5.991464547107982
235,around,5.991464547107982
96,old,5.991464547107982
97,species,5.991464547107982
238,historical,5.991464547107982
196,relevant,5.991464547107982
123,temperature,5.991464547107982
143,strings,5.809142990314028
142,password,5.809142990314028
152,match,5.809142990314028
211,trip,5.809142990314028
210,success,5.809142990314028
209,policy,5.809142990314028
208,class,5.809142990314028
153,objects,5.809142990314028
227,happy,5.809142990314028
185,simile,5.809142990314028
184,musical,5.809142990314028
372,visit,5.809142990314028
373,catchy,5.809142990314028
374,star,5.809142990314028
375,thing,5.809142990314028
226,plants,5.809142990314028
380,range,5.809142990314028
230,engineer,5.809142990314028
266,general,5.809142990314028
313,employees,5.809142990314028
312,needs,5.809142990314028
309,cake,5.809142990314028
308,snippet,5.809142990314028
94,been,5.809142990314028
95,document,5.809142990314028
25,term,5.809142990314028
231,financial,5.809142990314028
267,self,5.809142990314028
24,marketing,5.809142990314028
232,art,5.809142990314028
233,performance,5.809142990314028
263,beach,5.809142990314028
363,trends,5.809142990314028
362,3x,5.809142990314028
262,significance,5.809142990314028
204,500,5.654992310486769
352,distance,5.654992310486769
307,organize,5.654992310486769
306,compile,5.654992310486769
251,amount,5.654992310486769
353,film,5.654992310486769
205,square,5.654992310486769
297,transportation,5.654992310486769
296,problems,5.654992310486769
191,house,5.654992310486769
264,ocean,5.654992310486769
265,lives,5.654992310486769
250,offer,5.654992310486769
190,india,5.654992310486769
43,ask,5.654992310486769
98,interview,5.654992310486769
42,but,5.654992310486769
127,spelling,5.654992310486769
126,summarizing,5.654992310486769
115,propose,5.654992310486769
114,summer,5.654992310486769
107,changing,5.654992310486769
106,air,5.654992310486769
75,active,5.654992310486769
9,machine,5.654992310486769
8,ways,5.654992310486769
99,random,5.654992310486769
74,synonym,5.654992310486769
130,stress,5.521460917862246
376,vocabulary,5.521460917862246
135,start,5.521460917862246
328,career,5.521460917862246
174,modern,5.521460917862246
175,presentation,5.521460917862246
269,six,5.521460917862246
13,below,5.521460917862246
268,both,5.521460917862246
329,consequences,5.521460917862246
16,importance,5.521460917862246
377,teacher,5.521460917862246
57,state,5.521460917862246
17,examples,5.521460917862246
355,smallest,5.521460917862246
145,blue,5.521460917862246
144,15,5.521460917862246
354,quiz,5.521460917862246
259,check,5.521460917862246
134,define,5.521460917862246
56,writing,5.521460917862246
301,behind,5.521460917862246
340,yourself,5.521460917862246
131,idiom,5.521460917862246
320,speed,5.521460917862246
321,json,5.521460917862246
289,regular,5.521460917862246
288,pronoun,5.521460917862246
369,coffee,5.521460917862246
368,organization,5.521460917862246
300,compound,5.521460917862246
258,adverb,5.521460917862246
10,time,5.521460917862246
287,know,5.521460917862246
286,want,5.521460917862246
11,business,5.521460917862246
12,information,5.521460917862246
283,address,5.521460917862246
282,interrogative,5.521460917862246
341,height,5.521460917862246
83,fact,5.403677882205863
121,f,5.403677882205863
93,processing,5.403677882205863
120,travel,5.403677882205863
82,living,5.403677882205863
92,did,5.403677882205863
271,rules,5.403677882205863
274,every,5.403677882205863
275,disadvantages,5.403677882205863
314,personal,5.403677882205863
310,divide,5.403677882205863
315,circle,5.403677882205863
294,suppose,5.403677882205863
295,corresponding,5.403677882205863
270,reducing,5.403677882205863
311,k,5.403677882205863
41,science,5.403677882205863
151,painting,5.403677882205863
371,networks,5.403677882205863
189,imperative,5.403677882205863
360,companies,5.403677882205863
188,multiple,5.403677882205863
361,base,5.403677882205863
160,mathematical,5.403677882205863
370,revolution,5.403677882205863
161,effect,5.403677882205863
228,medical,5.403677882205863
150,earth,5.403677882205863
229,brand,5.403677882205863
206,campaign,5.403677882205863
207,method,5.403677882205863
378,commonly,5.403677882205863
40,solve,5.403677882205863
379,linear,5.403677882205863
203,go,5.298317366548036
202,exercise,5.298317366548036
199,friendly,5.298317366548036
198,compute,5.298317366548036
100,descriptive,5.298317366548036
156,products,5.298317366548036
101,setting,5.298317366548036
73,action,5.298317366548036
187,part,5.298317366548036
186,pieces,5.298317366548036
157,moon,5.298317366548036
181,result,5.298317366548036
302,efficient,5.298317366548036
303,daily,5.298317366548036
180,19,5.298317366548036
277,blockchain,5.298317366548036
149,decision,5.298317366548036
129,produce,5.298317366548036
218,political,5.298317366548036
128,maximum,5.298317366548036
138,activity,5.298317366548036
119,choice,5.298317366548036
118,communication,5.298317366548036
117,night,5.298317366548036
116,pick,5.298317366548036
139,computing,5.298317366548036
148,primary,5.298317366548036
68,events,5.298317366548036
219,fill,5.298317366548036
276,detailed,5.298317366548036
69,effects,5.298317366548036
72,last,5.298317366548036
108,dish,5.298317366548036
213,buy,5.298317366548036
212,assign,5.298317366548036
146,recent,5.298317366548036
109,50,5.298317366548036
147,american,5.298317366548036
60,return,5.203007186743712
39,experience,5.203007186743712
2,by,5.203007186743712
38,choose,5.203007186743712
37,interesting,5.203007186743712
61,conversation,5.203007186743712
3,classify,5.203007186743712
62,being,5.203007186743712
76,market,5.203007186743712
77,such,5.203007186743712
63,top,5.203007186743712
36,python,5.203007186743712
0,can,5.203007186743712
214,law,5.203007186743712
104,ten,5.203007186743712
193,combine,5.203007186743712
244,professional,5.203007186743712
245,chatbot,5.203007186743712
260,society,5.203007186743712
261,30,5.203007186743712
111,real,5.203007186743712
192,must,5.203007186743712
1,5,5.203007186743712
110,get,5.203007186743712
194,friends,5.203007186743712
141,learn,5.203007186743712
105,money,5.203007186743712
140,reverse,5.203007186743712
162,category,5.203007186743712
220,colors,5.203007186743712
88,warming,5.203007186743712
89,our,5.203007186743712
215,fictional,5.203007186743712
163,skills,5.203007186743712
176,takes,5.203007186743712
177,classification,5.203007186743712
221,applications,5.203007186743712
195,support,5.203007186743712
217,longest,5.115995809754082
216,own,5.115995809754082
200,nature,5.115995809754082
136,feeling,5.115995809754082
133,something,5.115995809754082
132,survey,5.115995809754082
236,root,5.115995809754082
137,great,5.115995809754082
237,waste,5.115995809754082
169,parts,5.115995809754082
50,piece,5.115995809754082
168,creating,5.115995809754082
173,alternative,5.115995809754082
79,sports,5.115995809754082
78,rate,5.115995809754082
318,leader,5.115995809754082
319,plastic,5.115995809754082
172,working,5.115995809754082
253,safety,5.115995809754082
201,benefit,5.115995809754082
249,sample,5.115995809754082
248,complex,5.115995809754082
51,y,5.115995809754082
252,diet,5.115995809754082
4,all,5.035953102080546
155,his,5.035953102080546
5,learning,5.035953102080546
154,war,5.035953102080546
86,place,5.035953102080546
30,key,5.035953102080546
273,dinner,5.035953102080546
90,sql,5.035953102080546
91,made,5.035953102080546
102,synonyms,5.035953102080546
103,field,5.035953102080546
285,score,5.035953102080546
284,am,5.035953102080546
272,solving,5.035953102080546
31,tips,5.035953102080546
71,remove,5.035953102080546
70,team,5.035953102080546
241,columns,5.035953102080546
47,without,5.035953102080546
87,single,5.035953102080546
240,implications,5.035953102080546
46,n,5.035953102080546
